candidate_party,county,race,vote_type,votes
DAVID BELLE ISLE  (REP),Terrell,Secretary Of State - REP,Absentee by Mail,20
DAVID BELLE ISLE  (REP),Thomas,Secretary Of State - REP,Absentee by Mail,20
DAVID BELLE ISLE  (REP),Tift,Secretary Of State - REP,Absentee by Mail,12
DAVID BELLE ISLE  (REP),Toombs,Secretary Of State - REP,Absentee by Mail,17
DAVID BELLE ISLE  (REP),Towns,Secretary Of State - REP,Absentee by Mail,15
DAVID BELLE ISLE  (REP),Treutlen,Secretary Of State - REP,Absentee by Mail,3
DAVID BELLE ISLE  (REP),Troup,Secretary Of State - REP,Absentee by Mail,61
DAVID BELLE ISLE  (REP),Turner,Secretary Of State - REP,Absentee by Mail,1
DAVID BELLE ISLE  (REP),Twiggs,Secretary Of State - REP,Absentee by Mail,5
DAVID BELLE ISLE  (REP),Union,Secretary Of State - REP,Absentee by Mail,28
DAVID BELLE ISLE  (REP),Upson,Secretary Of State - REP,Absentee by Mail,18
DAVID BELLE ISLE  (REP),Walker,Secretary Of State - REP,Absentee by Mail,65
DAVID BELLE ISLE  (REP),Walton,Secretary Of State - REP,Absentee by Mail,67
DAVID BELLE ISLE  (REP),Ware,Secretary Of State - REP,Absentee by Mail,30
DAVID BELLE ISLE  (REP),Warren,Secretary Of State - REP,Absentee by Mail,8
DAVID BELLE ISLE  (REP),Washington,Secretary Of State - REP,Absentee by Mail,9
DAVID BELLE ISLE  (REP),Wayne,Secretary Of State - REP,Absentee by Mail,66
DAVID BELLE ISLE  (REP),Webster,Secretary Of State - REP,Absentee by Mail,1
DAVID BELLE ISLE  (REP),Wheeler,Secretary Of State - REP,Absentee by Mail,4
DAVID BELLE ISLE  (REP),White,Secretary Of State - REP,Absentee by Mail,60
DAVID BELLE ISLE  (REP),Whitfield,Secretary Of State - REP,Absentee by Mail,42
DAVID BELLE ISLE  (REP),Wilcox,Secretary Of State - REP,Absentee by Mail,21
DAVID BELLE ISLE  (REP),Wilkes,Secretary Of State - REP,Absentee by Mail,3
DAVID BELLE ISLE  (REP),Wilkinson,Secretary Of State - REP,Absentee by Mail,5
DAVID BELLE ISLE  (REP),Worth,Secretary Of State - REP,Absentee by Mail,14
DAVID BELLE ISLE  (REP),Appling,Secretary Of State - REP,Advance in Person,218
DAVID BELLE ISLE  (REP),Atkinson,Secretary Of State - REP,Advance in Person,45
DAVID BELLE ISLE  (REP),Bacon,Secretary Of State - REP,Advance in Person,161
DAVID BELLE ISLE  (REP),Baker,Secretary Of State - REP,Advance in Person,27
DAVID BELLE ISLE  (REP),Baldwin,Secretary Of State - REP,Advance in Person,228
DAVID BELLE ISLE  (REP),Banks,Secretary Of State - REP,Advance in Person,139
DAVID BELLE ISLE  (REP),Barrow,Secretary Of State - REP,Advance in Person,411
DAVID BELLE ISLE  (REP),Bartow,Secretary Of State - REP,Advance in Person,521
DAVID BELLE ISLE  (REP),Ben Hill,Secretary Of State - REP,Advance in Person,149
DAVID BELLE ISLE  (REP),Berrien,Secretary Of State - REP,Advance in Person,157
DAVID BELLE ISLE  (REP),Bibb,Secretary Of State - REP,Advance in Person,346
DAVID BELLE ISLE  (REP),Bleckley,Secretary Of State - REP,Advance in Person,93
DAVID BELLE ISLE  (REP),Brantley,Secretary Of State - REP,Advance in Person,133
DAVID BELLE ISLE  (REP),Brooks,Secretary Of State - REP,Advance in Person,97
DAVID BELLE ISLE  (REP),Bryan,Secretary Of State - REP,Advance in Person,245
DAVID BELLE ISLE  (REP),Bulloch,Secretary Of State - REP,Advance in Person,415
DAVID BELLE ISLE  (REP),Burke,Secretary Of State - REP,Advance in Person,119
DAVID BELLE ISLE  (REP),Butts,Secretary Of State - REP,Advance in Person,326
DAVID BELLE ISLE  (REP),Calhoun,Secretary Of State - REP,Advance in Person,13
DAVID BELLE ISLE  (REP),Camden,Secretary Of State - REP,Advance in Person,291
DAVID BELLE ISLE  (REP),Candler,Secretary Of State - REP,Advance in Person,123
DAVID BELLE ISLE  (REP),Carroll,Secretary Of State - REP,Advance in Person,598
DAVID BELLE ISLE  (REP),Catoosa,Secretary Of State - REP,Advance in Person,436
DAVID BELLE ISLE  (REP),Charlton,Secretary Of State - REP,Advance in Person,45
DAVID BELLE ISLE  (REP),Chatham,Secretary Of State - REP,Advance in Person,605
DAVID BELLE ISLE  (REP),Chattahoochee,Secretary Of State - REP,Advance in Person,27
DAVID BELLE ISLE  (REP),Chattooga,Secretary Of State - REP,Advance in Person,103
DAVID BELLE ISLE  (REP),Cherokee,Secretary Of State - REP,Advance in Person,1097
DAVID BELLE ISLE  (REP),Clarke,Secretary Of State - REP,Advance in Person,326
DAVID BELLE ISLE  (REP),Clay,Secretary Of State - REP,Advance in Person,51
DAVID BELLE ISLE  (REP),Clayton,Secretary Of State - REP,Advance in Person,262
DAVID BELLE ISLE  (REP),Clinch,Secretary Of State - REP,Advance in Person,33
DAVID BELLE ISLE  (REP),Cobb,Secretary Of State - REP,Advance in Person,3062
DAVID BELLE ISLE  (REP),Coffee,Secretary Of State - REP,Advance in Person,167
DAVID BELLE ISLE  (REP),Colquitt,Secretary Of State - REP,Advance in Person,264
DAVID BELLE ISLE  (REP),Columbia,Secretary Of State - REP,Advance in Person,2180
DAVID BELLE ISLE  (REP),Cook,Secretary Of State - REP,Advance in Person,134
DAVID BELLE ISLE  (REP),Coweta,Secretary Of State - REP,Advance in Person,642
DAVID BELLE ISLE  (REP),Crawford,Secretary Of State - REP,Advance in Person,43
DAVID BELLE ISLE  (REP),Crisp,Secretary Of State - REP,Advance in Person,118
DAVID BELLE ISLE  (REP),Dade,Secretary Of State - REP,Advance in Person,168
DAVID BELLE ISLE  (REP),Dawson,Secretary Of State - REP,Advance in Person,368
DAVID BELLE ISLE  (REP),Decatur,Secretary Of State - REP,Advance in Person,194
DAVID BELLE ISLE  (REP),DeKalb,Secretary Of State - REP,Advance in Person,407
DAVID BELLE ISLE  (REP),Dodge,Secretary Of State - REP,Advance in Person,145
DAVID BELLE ISLE  (REP),Dooly,Secretary Of State - REP,Advance in Person,58
DAVID BELLE ISLE  (REP),Dougherty,Secretary Of State - REP,Advance in Person,112
DAVID BELLE ISLE  (REP),Douglas,Secretary Of State - REP,Advance in Person,501
DAVID BELLE ISLE  (REP),Early,Secretary Of State - REP,Advance in Person,180
DAVID BELLE ISLE  (REP),Echols,Secretary Of State - REP,Advance in Person,43
DAVID BELLE ISLE  (REP),Effingham,Secretary Of State - REP,Advance in Person,185
DAVID BELLE ISLE  (REP),Elbert,Secretary Of State - REP,Advance in Person,228
DAVID BELLE ISLE  (REP),Emanuel,Secretary Of State - REP,Advance in Person,231
DAVID BELLE ISLE  (REP),Evans,Secretary Of State - REP,Advance in Person,126
DAVID BELLE ISLE  (REP),Fannin,Secretary Of State - REP,Advance in Person,386
DAVID BELLE ISLE  (REP),Fayette,Secretary Of State - REP,Advance in Person,1054
DAVID BELLE ISLE  (REP),Floyd,Secretary Of State - REP,Advance in Person,448
DAVID BELLE ISLE  (REP),Forsyth,Secretary Of State - REP,Advance in Person,2566
DAVID BELLE ISLE  (REP),Franklin,Secretary Of State - REP,Advance in Person,164
DAVID BELLE ISLE  (REP),Fulton,Secretary Of State - REP,Advance in Person,4909
DAVID BELLE ISLE  (REP),Gilmer,Secretary Of State - REP,Advance in Person,274
DAVID BELLE ISLE  (REP),Glascock,Secretary Of State - REP,Advance in Person,59
DAVID BELLE ISLE  (REP),Glynn,Secretary Of State - REP,Advance in Person,1046
DAVID BELLE ISLE  (REP),Gordon,Secretary Of State - REP,Advance in Person,312
DAVID BELLE ISLE  (REP),Grady,Secretary Of State - REP,Advance in Person,323
DAVID BELLE ISLE  (REP),Greene,Secretary Of State - REP,Advance in Person,192
DAVID BELLE ISLE  (REP),Gwinnett,Secretary Of State - REP,Advance in Person,1313
DAVID BELLE ISLE  (REP),Habersham,Secretary Of State - REP,Advance in Person,505
DAVID BELLE ISLE  (REP),Hall,Secretary Of State - REP,Advance in Person,1573
DAVID BELLE ISLE  (REP),Hancock,Secretary Of State - REP,Advance in Person,6
DAVID BELLE ISLE  (REP),Haralson,Secretary Of State - REP,Advance in Person,124
DAVID BELLE ISLE  (REP),Harris,Secretary Of State - REP,Advance in Person,246
DAVID BELLE ISLE  (REP),Hart,Secretary Of State - REP,Advance in Person,180
DAVID BELLE ISLE  (REP),Heard,Secretary Of State - REP,Advance in Person,57
DAVID BELLE ISLE  (REP),Henry,Secretary Of State - REP,Advance in Person,1045
DAVID BELLE ISLE  (REP),Houston,Secretary Of State - REP,Advance in Person,788
DAVID BELLE ISLE  (REP),Irwin,Secretary Of State - REP,Advance in Person,87
DAVID BELLE ISLE  (REP),Jackson,Secretary Of State - REP,Advance in Person,657
DAVID BELLE ISLE  (REP),Jasper,Secretary Of State - REP,Advance in Person,121
DAVID BELLE ISLE  (REP),Jeff Davis,Secretary Of State - REP,Advance in Person,97
DAVID BELLE ISLE  (REP),Jefferson,Secretary Of State - REP,Advance in Person,87
DAVID BELLE ISLE  (REP),Jenkins,Secretary Of State - REP,Advance in Person,84
DAVID BELLE ISLE  (REP),Johnson,Secretary Of State - REP,Advance in Person,67
DAVID BELLE ISLE  (REP),Jones,Secretary Of State - REP,Advance in Person,202
DAVID BELLE ISLE  (REP),Lamar,Secretary Of State - REP,Advance in Person,132
DAVID BELLE ISLE  (REP),Lanier,Secretary Of State - REP,Advance in Person,158
DAVID BELLE ISLE  (REP),Laurens,Secretary Of State - REP,Advance in Person,263
DAVID BELLE ISLE  (REP),Lee,Secretary Of State - REP,Advance in Person,167
DAVID BELLE ISLE  (REP),Liberty,Secretary Of State - REP,Advance in Person,141
DAVID BELLE ISLE  (REP),Lincoln,Secretary Of State - REP,Advance in Person,114
DAVID BELLE ISLE  (REP),Long,Secretary Of State - REP,Advance in Person,60
DAVID BELLE ISLE  (REP),Lowndes,Secretary Of State - REP,Advance in Person,900
DAVID BELLE ISLE  (REP),Lumpkin,Secretary Of State - REP,Advance in Person,393
DAVID BELLE ISLE  (REP),Macon,Secretary Of State - REP,Advance in Person,34
DAVID BELLE ISLE  (REP),Madison,Secretary Of State - REP,Advance in Person,240
DAVID BELLE ISLE  (REP),Marion,Secretary Of State - REP,Advance in Person,39
DAVID BELLE ISLE  (REP),McDuffie,Secretary Of State - REP,Advance in Person,191
DAVID BELLE ISLE  (REP),McIntosh,Secretary Of State - REP,Advance in Person,150
DAVID BELLE ISLE  (REP),Meriwether,Secretary Of State - REP,Advance in Person,62
DAVID BELLE ISLE  (REP),Miller,Secretary Of State - REP,Advance in Person,175
DAVID BELLE ISLE  (REP),Mitchell,Secretary Of State - REP,Advance in Person,127
DAVID BELLE ISLE  (REP),Monroe,Secretary Of State - REP,Advance in Person,295
DAVID BELLE ISLE  (REP),Montgomery,Secretary Of State - REP,Advance in Person,132
DAVID BELLE ISLE  (REP),Morgan,Secretary Of State - REP,Advance in Person,174
DAVID BELLE ISLE  (REP),Murray,Secretary Of State - REP,Advance in Person,167
DAVID BELLE ISLE  (REP),Muscogee,Secretary Of State - REP,Advance in Person,517
DAVID BELLE ISLE  (REP),Newton,Secretary Of State - REP,Advance in Person,423
DAVID BELLE ISLE  (REP),Oconee,Secretary Of State - REP,Advance in Person,503
DAVID BELLE ISLE  (REP),Oglethorpe,Secretary Of State - REP,Advance in Person,208
DAVID BELLE ISLE  (REP),Paulding,Secretary Of State - REP,Advance in Person,1253
DAVID BELLE ISLE  (REP),Peach,Secretary Of State - REP,Advance in Person,117
DAVID BELLE ISLE  (REP),Pickens,Secretary Of State - REP,Advance in Person,376
DAVID BELLE ISLE  (REP),Pierce,Secretary Of State - REP,Advance in Person,311
DAVID BELLE ISLE  (REP),Pike,Secretary Of State - REP,Advance in Person,162
DAVID BELLE ISLE  (REP),Polk,Secretary Of State - REP,Advance in Person,212
DAVID BELLE ISLE  (REP),Pulaski,Secretary Of State - REP,Advance in Person,100
DAVID BELLE ISLE  (REP),Putnam,Secretary Of State - REP,Advance in Person,206
DAVID BELLE ISLE  (REP),Quitman,Secretary Of State - REP,Advance in Person,53
DAVID BELLE ISLE  (REP),Rabun,Secretary Of State - REP,Advance in Person,208
DAVID BELLE ISLE  (REP),Randolph,Secretary Of State - REP,Advance in Person,71
DAVID BELLE ISLE  (REP),Richmond,Secretary Of State - REP,Advance in Person,387
DAVID BELLE ISLE  (REP),Rockdale,Secretary Of State - REP,Advance in Person,476
DAVID BELLE ISLE  (REP),Schley,Secretary Of State - REP,Advance in Person,68
DAVID BELLE ISLE  (REP),Screven,Secretary Of State - REP,Advance in Person,137
DAVID BELLE ISLE  (REP),Seminole,Secretary Of State - REP,Advance in Person,173
DAVID BELLE ISLE  (REP),Spalding,Secretary Of State - REP,Advance in Person,484
DAVID BELLE ISLE  (REP),Stephens,Secretary Of State - REP,Advance in Person,511
DAVID BELLE ISLE  (REP),Stewart,Secretary Of State - REP,Advance in Person,28
DAVID BELLE ISLE  (REP),Sumter,Secretary Of State - REP,Advance in Person,152
DAVID BELLE ISLE  (REP),Talbot,Secretary Of State - REP,Advance in Person,13
DAVID BELLE ISLE  (REP),Taliaferro,Secretary Of State - REP,Advance in Person,4
DAVID BELLE ISLE  (REP),Tattnall,Secretary Of State - REP,Advance in Person,107
DAVID BELLE ISLE  (REP),Taylor,Secretary Of State - REP,Advance in Person,72
DAVID BELLE ISLE  (REP),Telfair,Secretary Of State - REP,Advance in Person,84
DAVID BELLE ISLE  (REP),Terrell,Secretary Of State - REP,Advance in Person,25
DAVID BELLE ISLE  (REP),Thomas,Secretary Of State - REP,Advance in Person,425
DAVID BELLE ISLE  (REP),Tift,Secretary Of State - REP,Advance in Person,329
DAVID BELLE ISLE  (REP),Toombs,Secretary Of State - REP,Advance in Person,202
DAVID BELLE ISLE  (REP),Towns,Secretary Of State - REP,Advance in Person,217
DAVID BELLE ISLE  (REP),Treutlen,Secretary Of State - REP,Advance in Person,49
DAVID BELLE ISLE  (REP),Troup,Secretary Of State - REP,Advance in Person,473
DAVID BELLE ISLE  (REP),Turner,Secretary Of State - REP,Advance in Person,60
DAVID BELLE ISLE  (REP),Twiggs,Secretary Of State - REP,Advance in Person,35
DAVID BELLE ISLE  (REP),Union,Secretary Of State - REP,Advance in Person,331
DAVID BELLE ISLE  (REP),Upson,Secretary Of State - REP,Advance in Person,288
DAVID BELLE ISLE  (REP),Walker,Secretary Of State - REP,Advance in Person,132
DAVID BELLE ISLE  (REP),Walton,Secretary Of State - REP,Advance in Person,471
DAVID BELLE ISLE  (REP),Ware,Secretary Of State - REP,Advance in Person,269
DAVID BELLE ISLE  (REP),Warren,Secretary Of State - REP,Advance in Person,50
DAVID BELLE ISLE  (REP),Washington,Secretary Of State - REP,Advance in Person,80
DAVID BELLE ISLE  (REP),Wayne,Secretary Of State - REP,Advance in Person,423
DAVID BELLE ISLE  (REP),Webster,Secretary Of State - REP,Advance in Person,27
DAVID BELLE ISLE  (REP),Wheeler,Secretary Of State - REP,Advance in Person,27
DAVID BELLE ISLE  (REP),White,Secretary Of State - REP,Advance in Person,329
DAVID BELLE ISLE  (REP),Whitfield,Secretary Of State - REP,Advance in Person,241
DAVID BELLE ISLE  (REP),Wilcox,Secretary Of State - REP,Advance in Person,54
DAVID BELLE ISLE  (REP),Wilkes,Secretary Of State - REP,Advance in Person,88
DAVID BELLE ISLE  (REP),Wilkinson,Secretary Of State - REP,Advance in Person,13
DAVID BELLE ISLE  (REP),Worth,Secretary Of State - REP,Advance in Person,109
DAVID BELLE ISLE  (REP),Appling,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Atkinson,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Bacon,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Baker,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Baldwin,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Banks,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Barrow,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Bartow,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Ben Hill,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Berrien,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Bibb,Secretary Of State - REP,Provisional,2
DAVID BELLE ISLE  (REP),Bleckley,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Brantley,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Brooks,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Bryan,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Bulloch,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Burke,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Butts,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Calhoun,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Camden,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Candler,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Carroll,Secretary Of State - REP,Provisional,4
DAVID BELLE ISLE  (REP),Catoosa,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Charlton,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Chatham,Secretary Of State - REP,Provisional,2
DAVID BELLE ISLE  (REP),Chattahoochee,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Chattooga,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Cherokee,Secretary Of State - REP,Provisional,6
DAVID BELLE ISLE  (REP),Clarke,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Clay,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Clayton,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Clinch,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Cobb,Secretary Of State - REP,Provisional,193
DAVID BELLE ISLE  (REP),Coffee,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Colquitt,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Columbia,Secretary Of State - REP,Provisional,4
DAVID BELLE ISLE  (REP),Cook,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Coweta,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Crawford,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Crisp,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Dade,Secretary Of State - REP,Provisional,9
DAVID BELLE ISLE  (REP),Dawson,Secretary Of State - REP,Provisional,7
DAVID BELLE ISLE  (REP),Decatur,Secretary Of State - REP,Provisional,7
DAVID BELLE ISLE  (REP),DeKalb,Secretary Of State - REP,Provisional,61
DAVID BELLE ISLE  (REP),Dodge,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Dooly,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Dougherty,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Douglas,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Early,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Echols,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Effingham,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Elbert,Secretary Of State - REP,Provisional,5
DAVID BELLE ISLE  (REP),Emanuel,Secretary Of State - REP,Provisional,2
DAVID BELLE ISLE  (REP),Evans,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Fannin,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Fayette,Secretary Of State - REP,Provisional,3
DAVID BELLE ISLE  (REP),Floyd,Secretary Of State - REP,Provisional,3
DAVID BELLE ISLE  (REP),Forsyth,Secretary Of State - REP,Provisional,8
DAVID BELLE ISLE  (REP),Franklin,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Fulton,Secretary Of State - REP,Provisional,231
DAVID BELLE ISLE  (REP),Gilmer,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Glascock,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Glynn,Secretary Of State - REP,Provisional,10
DAVID BELLE ISLE  (REP),Gordon,Secretary Of State - REP,Provisional,2
DAVID BELLE ISLE  (REP),Grady,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Greene,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Gwinnett,Secretary Of State - REP,Provisional,364
DAVID BELLE ISLE  (REP),Habersham,Secretary Of State - REP,Provisional,2
DAVID BELLE ISLE  (REP),Hall,Secretary Of State - REP,Provisional,9
DAVID BELLE ISLE  (REP),Hancock,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Haralson,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Harris,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Hart,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Heard,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Henry,Secretary Of State - REP,Provisional,5
DAVID BELLE ISLE  (REP),Houston,Secretary Of State - REP,Provisional,2
DAVID BELLE ISLE  (REP),Irwin,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Jackson,Secretary Of State - REP,Provisional,1
DAVID BELLE ISLE  (REP),Jasper,Secretary Of State - REP,Provisional,2
DAVID BELLE ISLE  (REP),Jeff Davis,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Jefferson,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Jenkins,Secretary Of State - REP,Provisional,0
DAVID BELLE ISLE  (REP),Johnson,Secretary Of State - REP,Provisional,0
